REF_AREA,country_name,TIME_PERIOD,FIRM_SIZE,firm_size_label,FIRM_SECTOR,sector_label,FIRM_AGE,SAFE_ITEM,problem,severity_score_1_10,top_box_share_8_10,high_pressure_share_7_10
AT,Austria,2019-S2,SME,SME,A,All,0,P2,Competition,6.310991489906219,37.63859839933561,50.84308003230594
AT,Austria,2019-S2,SME,SME,A,All,0,P3,Access to finance,4.2393134534513335,18.060771748577345,24.96849956229708
AT,Austria,2019-S2,SME,SME,A,All,0,P4,Production/labour costs,6.408750903576515,41.550600964254485,54.26250013148193
AT,Austria,2019-S2,SME,SME,A,All,0,P5,Skilled staff,7.6907988030825996,67.92587205567831,75.19416991000928
AT,Austria,2019-S2,SME,SME,A,All,0,P6,Regulation,5.640232038354885,29.814317744836426,39.15759211890293
AT,Austria,2020-S1,SME,SME,A,All,0,N8,Other,8.876093325309041,83.75309280461629,90.06397326999655
AT,Austria,2020-S1,SME,SME,A,All,0,P1,Finding customers,7.025085597491439,56.81646631835336,64.07628859237114
AT,Austria,2020-S1,SME,SME,A,All,0,P2,Competition,5.611334527631006,29.30473696799496,39.868019629156095
AT,Austria,2020-S1,SME,SME,A,All,0,P3,Access to finance,4.657237026572371,27.021975270219755,33.4473403344734
AT,Austria,2020-S1,SME,SME,A,All,0,P4,Production/labour costs,6.335663075530017,39.012532808748965,49.82245986396545
AT,Austria,2020-S1,SME,SME,A,All,0,P5,Skilled staff,6.907968042841099,54.89943224996283,64.71756132694063
AT,Austria,2020-S1,SME,SME,A,All,0,P6,Regulation,5.649908650965366,31.99940803197548,43.97266172655544
AT,Austria,2020-S2,SME,SME,A,All,0,N8,Other,8.192955632206171,75.75611489970846,80.95802014626759
AT,Austria,2020-S2,SME,SME,A,All,0,P1,Finding customers,6.488929249731849,49.92222198824405,55.261813389094726
AT,Austria,2020-S2,SME,SME,A,All,0,P2,Competition,5.403922576741515,28.25286489039165,41.210785396969975
AT,Austria,2020-S2,SME,SME,A,All,0,P3,Access to finance,4.489139293024878,23.034054140032485,29.055203902287662
AT,Austria,2020-S2,SME,SME,A,All,0,P4,Production/labour costs,6.189977254469898,39.27439652730838,51.2739345526189
AT,Austria,2020-S2,SME,SME,A,All,0,P5,Skilled staff,7.117215301949101,60.95276016311991,67.52969835912793
AT,Austria,2020-S2,SME,SME,A,All,0,P6,Regulation,5.67559145939865,33.89193164546981,41.108431815264424
AT,Austria,2021-S1,SME,SME,A,All,0,N8,Other,8.833850149200224,83.10628298716334,91.01168547051188
AT,Austria,2021-S1,SME,SME,A,All,0,P1,Finding customers,6.676405543226199,50.69589444879769,57.346055954622635
AT,Austria,2021-S1,SME,SME,A,All,0,P2,Competition,5.465695768808532,27.73069817296686,37.07336830628986
AT,Austria,2021-S1,SME,SME,A,All,0,P3,Access to finance,4.012590707596065,17.788078610448235,23.90105998600795
AT,Austria,2021-S1,SME,SME,A,All,0,P4,Production/labour costs,6.104516730155535,36.8552296380195,50.619434144522245
AT,Austria,2021-S1,SME,SME,A,All,0,P5,Skilled staff,7.888916776371274,68.50969401306423,79.25250682913438
AT,Austria,2021-S1,SME,SME,A,All,0,P6,Regulation,5.460065845827844,26.599598310914175,37.58030846277542
AT,Austria,2021-S2,SME,SME,A,All,0,N8,Other,7.494782600109812,67.15906304362625,73.53070023868408
AT,Austria,2021-S2,SME,SME,A,All,0,P1,Finding customers,6.380039846354655,45.23105670911413,52.15796690794864
AT,Austria,2021-S2,SME,SME,A,All,0,P2,Competition,5.471967170359149,27.742982075386536,38.897452703392965
AT,Austria,2021-S2,SME,SME,A,All,0,P3,Access to finance,4.326572408509856,21.38218794873842,27.802320469137086
AT,Austria,2021-S2,SME,SME,A,All,0,P4,Production/labour costs,6.370416744103702,41.53226190181871,54.1155458441273
