REF_AREA,country_name,TIME_PERIOD,period_sort,year,country_name_wb,domestic_credit_private_pct_gdp,gdp_growth_pct,inflation_cpi_pct,unemployment_pct,domestic_credit_private_pct_gdp_change,macro_gdp_slowdown_z,macro_unemployment_z,macro_inflation_z,macro_credit_contraction_z,macro_stress_context_z
AT,Austria,2014-S1,20141,2014,Austria,88.3599171258328,0.755798850316665,1.60581182954473,5.674,-4.981222012973603,0.10956698839725006,-0.6804885830558718,-0.1584044393119118,0.39037605401321096,-0.08473749498933064
AT,Austria,2014-S2,20142,2014,Austria,88.3599171258328,0.755798850316665,1.60581182954473,5.674,-4.981222012973603,0.10956698839725006,-0.6804885830558718,-0.1584044393119118,0.39037605401321096,-0.08473749498933064
AT,Austria,2015-S1,20151,2015,Austria,86.4399964991008,1.30352331826198,0.896563335260319,5.802,-1.9199206267319937,-0.024745839650250668,-0.6558330405042352,-0.4520041735708409,-0.07785251474449131,-0.3026088921174545
AT,Austria,2015-S2,20152,2015,Austria,86.4399964991008,1.30352331826198,0.896563335260319,5.802,-1.9199206267319937,-0.024745839650250668,-0.6558330405042352,-0.4520041735708409,-0.07785251474449131,-0.3026088921174545
AT,Austria,2016-S1,20161,2016,Austria,83.5897539711459,2.11721964494312,0.891591752655362,6.064,-2.8502425279549044,-0.22428020629701964,-0.6053662268438537,-0.45406220449149076,0.06444098639567002,-0.3048169128091735
AT,Austria,2016-S2,20162,2016,Austria,83.5897539711459,2.11721964494312,0.891591752655362,6.064,-2.8502425279549044,-0.22428020629701964,-0.6053662268438537,-0.45406220449149076,0.06444098639567002,-0.3048169128091735
AT,Austria,2017-S1,20171,2017,Austria,84.7370865911526,2.27224992038207,2.08126911385586,5.561,1.1473326200067078,-0.26229668345988993,-0.7022548042147386,0.038415340286016016,-0.5469914254680398,-0.3682818932141631
AT,Austria,2017-S2,20172,2017,Austria,84.7370865911526,2.27224992038207,2.08126911385586,5.561,1.1473326200067078,-0.26229668345988993,-0.7022548042147386,0.038415340286016016,-0.5469914254680398,-0.3682818932141631
AT,Austria,2018-S1,20181,2018,Austria,84.8629638770058,2.48422114080024,1.99837981429548,4.933,0.1258772858531927,-0.31427620189521943,-0.8232210598587063,0.004102576113861952,-0.39075899069042275,-0.38103841908262165
AT,Austria,2018-S2,20182,2018,Austria,84.8629638770058,2.48422114080024,1.99837981429548,4.933,0.1258772858531927,-0.31427620189521943,-0.8232210598587063,0.004102576113861952,-0.39075899069042275,-0.38103841908262165
AT,Austria,2019-S1,20191,2019,Austria,86.3027943646251,1.75497619649288,1.53089564152643,4.56,1.4398304876193038,-0.13545097764205946,-0.8950688518255852,-0.18941666291353793,-0.5917292152630745,-0.45291642691106426
AT,Austria,2019-S2,20192,2019,Austria,86.3027943646251,1.75497619649288,1.53089564152643,4.56,1.4398304876193038,-0.13545097764205946,-0.8950688518255852,-0.18941666291353793,-0.5917292152630745,-0.45291642691106426
AT,Austria,2020-S1,20201,2020,Austria,93.0516337886918,-6.31825509209936,1.38191063351853,5.201,6.748839424066702,1.8442643524400228,-0.7715985176412169,-0.25109033457048924,-1.403746505362856,-0.14554275128363484
AT,Austria,2020-S2,20202,2020,Austria,93.0516337886918,-6.31825509209936,1.38191063351853,5.201,6.748839424066702,1.8442643524400228,-0.7715985176412169,-0.25109033457048924,-1.403746505362856,-0.14554275128363484
AT,Austria,2021-S1,20211,2021,Austria,93.0624546800894,4.92309171717903,2.7666666666667,6.459,0.010820891397600008,-0.9123353055611493,-0.5292807635009124,0.32214176478835416,-0.3731610203812975,-0.37315883116375126
AT,Austria,2021-S2,20212,2021,Austria,93.0624546800894,4.92309171717903,2.7666666666667,6.459,0.010820891397600008,-0.9123353055611493,-0.5292807635009124,0.32214176478835416,-0.3731610203812975,-0.37315883116375126
