REF_AREA,country_name,TIME_PERIOD,origin_period_sort,forecast_target_period,risk_tier,risk_score,confidence,agreement_quality,signal_type,current_score,gap_value,best_model_label,best_model_forecast,best_model_delta,actual_next_score,actual_delta,forecast_abs_error,forecast_hit_direction,realized_direction,forecast_direction,ml_median_forecast,ml_min_forecast,ml_max_forecast,forecast_range,ml_model_agreement_rising,ml_model_count,components_available,availability_pressure_z,cost_pressure_z,salience_pressure_z,primary_drivers,recommended_read
AT,Austria,2019-S2,20192,2020-S1,Monitor,2.0,High,High,Rising-forecast monitor,-1.279678605308769,-0.6593910287527985,Ridge,-1.1528765506196343,0.12680205468913464,-0.8404637132363636,0.4392148920724054,0.31241283738327075,1.0,Rising,Rising,-1.1074823813183603,-1.1528765506196343,-1.095268036076681,0.05760851454295324,1.0,4,6,-0.9496463027182348,-0.7633981191108316,-0.9231008327176848,Broad SAFE problem pressure; Best recent ML model expects rising H+1 pressure; Loan cost too high,Monitor: at least one warning signal is present; check its signal type.
BE,Belgium,2019-S2,20192,2020-S1,Monitor,1.5,Low,Low,Rising-forecast monitor,-0.8869504894336611,-0.2666629128776906,Ridge,-0.7484850275023268,0.13846546193133424,-0.2856955954355371,0.6012548939981239,0.46278943206678974,1.0,Rising,Rising,-0.8383665586493891,-0.964647888867941,-0.7484850275023268,0.21616286136561413,0.5,4,6,-0.5984643028953508,-0.6256462393275992,-0.6168146014272022,BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure; Bank willingness deteriorated,Monitor: at least one warning signal is present; check its signal type.
SK,Slovakia,2019-S2,20192,2020-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.2445254890965126,0.3757620874594577,Ridge,-0.34231380755008706,-0.09778831845357447,-0.8279643565173485,-0.5834388674208358,0.4856505489672614,1.0,Easing,Easing,-0.5314881385517751,-0.5910236035819018,-0.34231380755008706,0.2487097960318147,0.0,4,6,0.36498746721074804,-0.7116645069773809,-0.6600493127667009,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Small-loan spread pressure,Normal: no major warning signal in the current diagnostic rules.
PT,Portugal,2019-S2,20192,2020-S1,Normal,1.0,High,High,Normal,-0.8151249816975477,-0.1948374051415772,Ridge,-0.8396434603474712,-0.024518478649923514,-0.7362824067494536,0.0788425749480941,0.10336105359801762,0.0,Rising,Easing,-0.7971228877030887,-0.8396434603474712,-0.7218831113303408,0.1177603490171304,0.75,4,6,-0.6268834068214638,-0.5286937485225262,-0.4263779096452643,Broad SAFE problem pressure; SAFE cube access-finance severity; BLS terms and conditions pressure,Normal: no major warning signal in the current diagnostic rules.
FR,France,2019-S2,20192,2020-S1,Normal,1.0,High,High,Below-threshold rising signal,-1.0906691248088498,-0.4703815482528793,Ridge,-1.0643129139224736,0.026356210886376186,-1.0094877790326275,0.08118134577622227,0.05482513488984608,1.0,Rising,Rising,-0.9551627275207901,-1.0643129139224736,-0.9262579961691547,0.1380549177533189,1.0,4,6,-0.7558785971435439,-0.8867416371411945,-0.4706736804678131,BLS terms and conditions pressure; BLS credit standards tightening; Finance salience,Normal: no major warning signal in the current diagnostic rules.
IT,Italy,2019-S2,20192,2020-S1,Normal,0.0,High,High,Normal,-0.3231031997095943,0.2971843768463761,Ridge,-0.35888968192087717,-0.03578648221128289,-0.5855482805924446,-0.2624450808828503,0.2266585986715674,1.0,Easing,Easing,-0.5174533784726181,-0.6652606845029315,-0.35888968192087717,0.30637100258205435,0.0,4,6,-0.1678996482496906,-0.3765806566322704,-0.058756478549534,SAFE cube access-finance severity; Broad SAFE problem pressure; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
NL,Netherlands,2019-S2,20192,2020-S1,Normal,0.0,High,High,Normal,-0.3658914283048998,0.2543961482510706,Ridge,-0.3969329692547636,-0.031041540949863833,0.195688532846733,0.5615799611516328,0.5926215021014967,0.0,Rising,Easing,-0.42749190153980027,-0.48719129628427565,-0.278031331198365,0.20915996508591067,0.25,4,6,-0.0395896669393986,-0.4264193465207179,-0.522180982413669,Small-loan spread pressure; Bank loan rejection pressure; Access/availability pressure,Normal: no major warning signal in the current diagnostic rules.
ES,Spain,2019-S2,20192,2020-S1,Normal,0.0,High,High,Normal,-0.5213310648444365,0.0989565117115339,Ridge,-0.5608819852190404,-0.03955092037460395,-0.4575260788871967,0.06380498595723977,0.10335590633184372,0.0,Rising,Easing,-0.5840631837822631,-0.6564026118664855,-0.5378608492730391,0.1185417625934464,0.0,4,6,-0.32008180687612375,-0.41738737185504615,-0.346025537039379,BLS credit standards tightening; SAFE cube access-finance severity; Broad SAFE problem pressure,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2019-S2,20192,2020-S1,Normal,0.0,High,High,Normal,-0.7821096278869707,-0.1618220513310002,Ridge,-0.8762064821947562,-0.09409685430778547,-0.7381201000676927,0.04398952781927801,0.13808638212706348,0.0,Rising,Easing,-0.9285937808244926,-0.9936337228214255,-0.8762064821947562,0.11742724062666932,0.0,4,6,-0.5861417821713354,-0.349901845734066,-0.7687093011015024,Broad SAFE problem pressure; Loan cost too high; Cost pressure,Normal: no major warning signal in the current diagnostic rules.
FI,Finland,2019-S2,20192,2020-S1,Normal,0.0,High,High,Normal,-0.8942789764043522,-0.2739913998483817,Ridge,-0.9940455931204261,-0.0997666167160739,-0.2155956235158662,0.6786833528884859,0.7784499696045599,0.0,Rising,Easing,-0.9452039664230169,-0.9940455931204261,-0.8570801740070614,0.13696541911336468,0.25,4,6,-0.8820832671792114,-0.2788592530389736,-0.490047801627462,BLS credit standards tightening; Loan cost too high; Cost pressure,Normal: no major warning signal in the current diagnostic rules.
IT,Italy,2020-S1,20201,2020-S2,Watch,3.0,High,High,Forward-looking warning,-0.5855482805924446,-1.2289940915481212,Ridge,-0.2148654145404628,0.37068286605198175,-0.688320097584988,-0.10277181699254345,0.4734546830445252,0.0,Easing,Rising,-0.5014780963296511,-0.5957886782705053,-0.2148654145404628,0.3809232637300425,0.75,4,6,-0.4881897647703273,-0.7470282380408894,0.5501769474502325,Best recent ML model expects rising H+1 pressure; SAFE cube access-finance severity; Broad SAFE problem pressure,Watch closely: pressure is visible or forecast to rise.
FR,France,2020-S1,20201,2020-S2,Watch,3.0,High,High,Forward-looking warning,-1.0094877790326275,-1.6529335899883044,Ridge,-0.6784166557360424,0.33107112329658517,-1.106678402814384,-0.09719062378175636,0.4282617470783415,0.0,Easing,Rising,-0.8352346698968429,-0.9373837712894647,-0.6784166557360424,0.25896711555342233,1.0,4,6,-0.6802199337211122,-0.9621952042757753,-0.2087000813310516,BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure; Finance salience,Watch closely: pressure is visible or forecast to rise.
GR,Greece,2020-S1,20201,2020-S2,Monitor,2.0,High,High,Hidden-gap monitor,0.7386749281521665,0.0952291171964897,Ridge,0.6501696943072842,-0.08850523384488229,0.6068097552288998,-0.13186517292326672,0.043359939078384424,1.0,Easing,Easing,0.6550855010642405,0.6229542605381149,1.0806664235588974,0.45771216302078255,0.25,4,6,0.9888593668506228,-0.7481020449609159,1.635296947892687,SAFE cube access-finance severity; MIR small-loan rate pressure; Finance salience,Monitor: at least one warning signal is present; check its signal type.
SK,Slovakia,2020-S1,20201,2020-S2,Monitor,2.0,High,High,Rising-forecast monitor,-0.8279643565173485,-1.471410167473025,Ridge,-0.5408905871485037,0.28707376936884477,-0.3200704207636922,0.5078939357536563,0.2208201663848115,1.0,Rising,Rising,-0.5581948078448635,-0.6935635481818456,-0.501662744035983,0.19190080414586264,1.0,4,6,-0.5190820552204441,-0.7238713221914845,-0.4128905007311073,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Small-loan spread pressure,Monitor: at least one warning signal is present; check its signal type.
AT,Austria,2020-S1,20201,2020-S2,Monitor,2.0,High,High,Rising-forecast monitor,-0.8404637132363636,-1.4839095241920404,Ridge,-0.7385752945972187,0.10188841863914488,-1.193100340357618,-0.3526366271212543,0.4545250457603992,0.0,Easing,Rising,-0.7729117941661163,-0.8502765419472255,-0.7385752945972187,0.11170124735000675,0.75,4,6,-0.5813710413569444,-0.6567575108945422,-0.4122989992116829,Broad SAFE problem pressure; BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure,Monitor: at least one warning signal is present; check its signal type.
NL,Netherlands,2020-S1,20201,2020-S2,Monitor,1.5,Low,Low,Rising-forecast monitor,0.195688532846733,-0.4477572781089437,Ridge,0.3513461147383844,0.1556575818916514,0.2378996665612776,0.0422111337145446,0.1134464481771068,1.0,Rising,Rising,0.21011953666760164,0.05512073226870092,0.3513461147383844,0.2962253824696835,0.5,4,6,0.8593792023075119,-0.5887175279601231,-0.5560492242870146,Bank loan rejection pressure; Small-loan spread pressure; Access/availability pressure,Monitor: at least one warning signal is present; check its signal type.
ES,Spain,2020-S1,20201,2020-S2,Monitor,1.5,Low,Low,Rising-forecast monitor,-0.4575260788871967,-1.1009718898428735,Ridge,-0.17062031884191337,0.28690576004528334,-0.1452772090968164,0.3122488697903803,0.02534310974509696,1.0,Rising,Rising,-0.47626690296954943,-0.5703398460877874,-0.17062031884191337,0.39971952724587406,0.5,4,6,-0.3038893390106147,-0.31447259793528726,-0.3347459086755808,BLS credit standards tightening; Best recent ML model expects rising H+1 pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
PT,Portugal,2020-S1,20201,2020-S2,Monitor,1.5,Low,Low,Rising-forecast monitor,-0.7362824067494536,-1.3797282177051304,Ridge,-0.4613956240773541,0.27488678267209943,-0.4274023394597841,0.30888006728966944,0.03399328461757001,1.0,Rising,Rising,-0.7108695209831641,-0.8476833096216088,-0.4613956240773541,0.38628768554425463,0.5,4,6,-0.43731665515319557,-0.7369224680488621,-0.2503170081636183,Broad SAFE problem pressure; SAFE cube access-finance severity; Best recent ML model expects rising H+1 pressure,Monitor: at least one warning signal is present; check its signal type.
DE,Germany,2020-S1,20201,2020-S2,Monitor,1.5,Low,Low,Rising-forecast monitor,-0.7381201000676927,-1.3815659110233691,Ridge,-0.48100189491555156,0.2571182051521411,-0.8405434935160455,-0.10242339344835283,0.35954159860049395,0.0,Easing,Rising,-0.7409534385685126,-0.8446744514143327,-0.48100189491555156,0.36367255649878116,0.5,4,6,-0.5107686680225029,-0.6282821651488444,-0.2548938057436705,Best recent ML model expects rising H+1 pressure; Broad SAFE problem pressure; BLS credit standards tightening,Monitor: at least one warning signal is present; check its signal type.
BE,Belgium,2020-S1,20201,2020-S2,Normal,1.0,High,High,Below-threshold rising signal,-0.2856955954355371,-0.9291414063912138,Ridge,-0.15143892341651022,0.13425667201902686,-0.5107701140080165,-0.22507451857247945,0.3593311905915063,0.0,Easing,Rising,-0.467486811383549,-0.642157307199608,-0.15143892341651022,0.49071838378309773,0.25,4,6,-0.02074492626199966,-0.416591930627255,-0.2644312972831416,BLS credit standards tightening; Best recent ML model expects rising H+1 pressure; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
IE,Ireland,2020-S1,20201,2020-S2,Normal,0.5,Low,Low,Normal,-0.5918978487688026,-1.2353436597244791,Ridge,-0.501018190849159,0.09087965791964359,-0.5845338495528609,0.007363999215941663,0.08351565870370192,1.0,Rising,Rising,-0.6351890845336254,-0.7328612069376619,-0.501018190849159,0.23184301608850288,0.5,4,6,-0.14053197266111436,-0.7074992658489682,-0.5982942357057454,MIR small-loan rate pressure; Small-loan spread pressure; BLS credit standards tightening,Normal: no major warning signal in the current diagnostic rules.
FI,Finland,2020-S1,20201,2020-S2,Normal,0.0,High,High,Normal,-0.2155956235158662,-0.859041434471543,Ridge,-0.5257523668107428,-0.3101567432948766,0.3353038036998053,0.5508994272156715,0.8610561705105481,0.0,Rising,Easing,-0.6279924859149036,-0.7801242798475427,-0.5206161792371888,0.2595081006103539,0.0,4,6,-0.3066341625285987,0.2790545040071878,-0.5061572980864947,BLS terms and conditions pressure; Loan cost too high; Cost pressure,Normal: no major warning signal in the current diagnostic rules.
GR,Greece,2020-S2,20202,2021-S1,Watch,3.0,High,High,Visible or hidden high pressure,0.6068097552288998,1.0055639936379914,Ridge,0.3494212007357014,-0.2573885544931984,0.5363783359872442,-0.07043141924165564,0.18695713525154278,1.0,Easing,Easing,0.4130576068498073,0.3494212007357014,0.5635752398230852,0.21415403908738384,0.0,4,6,0.8440674345803689,-0.5019351043995334,1.028246872365815,MIR small-loan rate pressure; Small-loan spread pressure; Limited loan amount,Watch closely: pressure is visible or forecast to rise.
BE,Belgium,2020-S2,20202,2021-S1,Monitor,2.0,High,High,Rising-forecast monitor,-0.5107701140080165,-0.1120158755989249,Ridge,-0.295273479973888,0.21549663403412855,-0.6936820501765375,-0.18291193616852097,0.3984085702026495,0.0,Easing,Rising,-0.4051174975119075,-0.4921884338554248,-0.295273479973888,0.19691495388153685,1.0,4,6,-0.3876737287931773,-0.24852296374294464,-0.4370023548549429,Best recent ML model expects rising H+1 pressure; BLS credit standards tightening; BLS terms and conditions pressure,Monitor: at least one warning signal is present; check its signal type.
FR,France,2020-S2,20202,2021-S1,Monitor,2.0,High,High,Rising-forecast monitor,-1.106678402814384,-0.7079241644052923,Ridge,-0.8417517256523582,0.26492667716202567,-1.186229956870796,-0.07955155405641201,0.3444782312184377,0.0,Easing,Rising,-0.8595456983867311,-0.9477484286123793,-0.8417517256523582,0.10599670296002106,1.0,4,6,-0.7559988787933376,-0.9331149287185356,-0.444229542928624,Best recent ML model expects rising H+1 pressure; Finance salience; Access to finance is the main problem,Monitor: at least one warning signal is present; check its signal type.
AT,Austria,2020-S2,20202,2021-S1,Monitor,2.0,High,High,Rising-forecast monitor,-1.193100340357618,-0.7943461019485265,Ridge,-1.0173685574781755,0.17573178287944247,-1.0158487446807705,0.17725159567684745,0.0015198127974049847,1.0,Rising,Rising,-0.9209793132590283,-1.0173685574781755,-0.9042656186661733,0.11310293881200217,1.0,4,6,-0.8826186361336191,-0.8180995237844044,-0.6542655750794393,BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
FI,Finland,2020-S2,20202,2021-S1,Monitor,1.5,High,High,Hidden-gap monitor,0.3353038036998053,0.7340580421088969,Ridge,-0.2655859283601262,-0.6008897320599315,-0.9836965909102624,-1.3190003946100677,0.7181106625501362,1.0,Easing,Easing,-0.25203847893901443,-0.30358574759347234,-0.06540024766933891,0.23818549992413343,0.0,4,6,-0.39834895035792756,1.7307346160412889,-0.8404053372692636,Loan cost too high; Cost pressure; SME-FPI is high relative to CISS,Monitor: at least one warning signal is present; check its signal type.
NL,Netherlands,2020-S2,20202,2021-S1,Monitor,1.5,High,High,Hidden-gap monitor,0.2378996665612776,0.6366539049703692,Ridge,0.16679475258944232,-0.07110491397183527,-0.4142794496304211,-0.6521791161916988,0.5810742022198634,1.0,Easing,Easing,0.14611084790464834,0.10860859529354028,0.20389835983980775,0.09528976454626747,0.0,4,6,0.40996265689913347,0.12849961036613836,-0.466464971769154,Bank loan rejection pressure; SME-FPI is high relative to CISS; BLS credit standards tightening,Monitor: at least one warning signal is present; check its signal type.
IE,Ireland,2020-S2,20202,2021-S1,Normal,1.0,High,High,Below-threshold rising signal,-0.5845338495528609,-0.1857796111437693,Ridge,-0.5136236925787416,0.07091015697411929,-0.844563505619944,-0.26002965606708306,0.33093981304120235,0.0,Easing,Rising,-0.49381440909531715,-0.636213953510362,-0.42213283884147235,0.21408111466888968,0.75,4,6,-0.047394769311530034,-0.8506056359761125,-0.5608291105791318,MIR small-loan rate pressure; Small-loan spread pressure; BLS credit standards tightening,Normal: no major warning signal in the current diagnostic rules.
IT,Italy,2020-S2,20202,2021-S1,Normal,1.0,High,High,Below-threshold rising signal,-0.688320097584988,-0.2895658591758964,Ridge,-0.6833190748647056,0.005001022720282466,-0.9685753014382744,-0.2802552038532864,0.28525622657356886,0.0,Easing,Rising,-0.658270242332271,-0.6833190748647056,-0.6327221249518453,0.050596949912860234,1.0,4,6,-0.5391779195257959,-0.615708018061464,0.0125549085008617,SAFE cube access-finance severity; Broad SAFE problem pressure; Small-loan spread pressure,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2020-S2,20202,2021-S1,Normal,1.0,High,High,Below-threshold rising signal,-0.8405434935160455,-0.4417892551069539,Ridge,-0.7872819939173775,0.053261499598667994,-0.8683539050578246,-0.0278104115417791,0.0810719111404471,0.0,Easing,Rising,-0.7397498119307904,-0.7872819939173775,-0.6813227837965423,0.1059592101208352,1.0,4,6,-0.5840662018565494,-0.7161918608287366,-0.2856770262029039,Broad SAFE problem pressure; BLS terms and conditions pressure; SAFE cube access-finance severity,Normal: no major warning signal in the current diagnostic rules.
ES,Spain,2020-S2,20202,2021-S1,Normal,0.0,High,High,Normal,-0.1452772090968164,0.2534770293122751,Ridge,-0.14999048890792518,-0.004713279811108778,-0.3434494075213021,-0.1981721984244857,0.1934589186133769,1.0,Easing,Easing,-0.25867296029185993,-0.3415800367881925,-0.14999048890792518,0.1915895478802673,0.0,4,6,0.11397785361917412,-0.39730759051455006,-0.1224603942892754,Limited loan amount; SAFE cube access-finance severity; Broad SAFE problem pressure,Normal: no major warning signal in the current diagnostic rules.
SK,Slovakia,2020-S2,20202,2021-S1,Normal,0.0,High,High,Normal,-0.3200704207636922,0.0786838176453993,Ridge,-0.38791589465588294,-0.06784547389219076,-0.2559982600186098,0.06407216074508237,0.13191763463727313,0.0,Rising,Easing,-0.45592916796260974,-0.5782652575546934,-0.38791589465588294,0.19034936289881044,0.0,4,6,0.267138194387385,-0.7912818074640615,-0.5218390888146328,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; Limited loan amount,Normal: no major warning signal in the current diagnostic rules.
PT,Portugal,2020-S2,20202,2021-S1,Normal,0.0,High,High,Normal,-0.4274023394597841,-0.0286481010506925,Ridge,-0.48160435186306305,-0.05420201240327893,-0.8948100351033271,-0.467407695643543,0.4132056832402641,1.0,Easing,Easing,-0.4685159923622638,-0.6746029242663953,-0.43474604961100977,0.23985687465538558,0.0,4,6,-0.10044340470159197,-0.4854546970940201,-0.4776830261646536,BLS terms and conditions pressure; BLS credit standards tightening; Broad SAFE problem pressure,Normal: no major warning signal in the current diagnostic rules.
NL,Netherlands,2021-S1,20211,2021-S2,Watch,4.0,High,High,High pressure + rising forecast,-0.4142794496304211,0.5063259150180557,Ridge,-0.10791467917837329,0.30636477045204785,-0.3489577222400759,0.06532172739034525,0.2410430430617026,1.0,Rising,Rising,-0.3290880720918349,-0.46563580245022973,-0.10791467917837329,0.35772112327185646,0.75,4,6,-0.24491069629016446,-0.0594021974862001,-0.8417418988598594,SME-FPI is high relative to CISS; BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure,Watch closely: pressure is visible or forecast to rise.
GR,Greece,2021-S1,20211,2021-S2,Watch,3.0,High,High,Visible or hidden high pressure,0.5363783359872442,1.456983700635721,Ridge,0.2848902251171131,-0.25148811087013107,0.2722085182657765,-0.26416981772146764,0.012681706851336572,1.0,Easing,Easing,0.3701512805959277,0.27670026240866574,0.5042545476681776,0.22755428525951182,0.0,4,6,0.7101073198689235,-0.3626068134263947,0.8581913146382651,MIR small-loan rate pressure; SME-FPI is high relative to CISS; SAFE cube access-finance severity,Watch closely: pressure is visible or forecast to rise.
PT,Portugal,2021-S1,20211,2021-S2,Watch,3.0,High,High,Forward-looking warning,-0.8948100351033271,0.0257953295451496,Ridge,-0.5182014961975614,0.37660853890576573,-0.8129174599734069,0.08189257512992021,0.2947159637758455,1.0,Rising,Rising,-0.6803115429302515,-0.7322263506435183,-0.5182014961975614,0.21402485444595687,1.0,4,6,-0.573547950596847,-0.7193627193293335,-0.5368581690086638,BLS credit standards tightening; Broad SAFE problem pressure; SAFE cube access-finance severity,Watch closely: pressure is visible or forecast to rise.
FI,Finland,2021-S1,20211,2021-S2,Watch,3.0,High,High,Forward-looking warning,-0.9836965909102624,-0.0630912262617856,Ridge,-0.5527009874416229,0.4309956034686395,-0.794701039457258,0.1889955514530044,0.24200005201563513,1.0,Rising,Rising,-0.5764880397707453,-0.7467900124444223,-0.5527009874416229,0.19408902500279945,1.0,4,6,-0.5908325687449607,-0.7670465529207979,-0.7597639132718548,Best recent ML model expects rising H+1 pressure; Bank loan rejection pressure; Access/availability pressure,Watch closely: pressure is visible or forecast to rise.
ES,Spain,2021-S1,20211,2021-S2,Monitor,2.5,Low,Low,Mixed monitor,-0.3434494075213021,0.5771559571271746,Ridge,-0.16746392982880937,0.17598547769249273,-0.2987213336456674,0.04472807387563471,0.13125740381685802,1.0,Rising,Rising,-0.30405312106180515,-0.45012924363085444,-0.16746392982880937,0.28266531380204507,0.5,4,6,-0.0776960782847949,-0.36611873772015124,-0.4350134705146228,SME-FPI is high relative to CISS; Eurostat bankruptcy-registration gap; Eurostat bankruptcy index pressure,Monitor: at least one warning signal is present; check its signal type.
BE,Belgium,2021-S1,20211,2021-S2,Monitor,2.0,High,High,Rising-forecast monitor,-0.6936820501765375,0.2269233144719392,Ridge,-0.5001600999432407,0.19352195023329677,-0.0879384145510249,0.6057436356255126,0.4122216853922158,1.0,Rising,Rising,-0.5634211314570001,-0.621447976720606,-0.5001600999432407,0.1212878767773653,1.0,4,6,-0.6469888892183417,-0.011740740150795303,-0.8942741288648248,BLS credit standards tightening; Best recent ML model expects rising H+1 pressure; BLS terms and conditions pressure,Monitor: at least one warning signal is present; check its signal type.
IE,Ireland,2021-S1,20211,2021-S2,Monitor,2.0,High,High,Rising-forecast monitor,-0.844563505619944,0.0760418590285327,Ridge,-0.7184524028889478,0.12611110273099613,-0.774841355132127,0.06972215048781694,0.05638895224317919,1.0,Rising,Rising,-0.7254068424569113,-0.8030171053947058,-0.654113408663243,0.14890369673146286,1.0,4,6,-0.46216375958341666,-0.7185811593379139,-0.6633452513680654,MIR small-loan rate pressure; Small-loan spread pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
IT,Italy,2021-S1,20211,2021-S2,Monitor,2.0,High,High,Rising-forecast monitor,-0.9685753014382744,-0.0479699367897977,Ridge,-0.7936499073050746,0.17492539413319985,-0.4074480630421971,0.5611272383960773,0.38620184426287746,1.0,Rising,Rising,-0.8340298315482071,-0.9033438262610216,-0.7936499073050746,0.10969391895594705,1.0,4,6,-0.7278060963135782,-0.7348662280061469,-0.3502383105232313,Best recent ML model expects rising H+1 pressure; Small-loan spread pressure; SAFE cube access-finance severity,Monitor: at least one warning signal is present; check its signal type.
AT,Austria,2021-S1,20211,2021-S2,Monitor,2.0,High,High,Rising-forecast monitor,-1.0158487446807705,-0.0952433800322937,Ridge,-0.872326799550332,0.14352194513043848,-0.626637424700856,0.3892113199799144,0.24568937484947595,1.0,Rising,Rising,-0.8900711289202781,-0.9365049273029048,-0.872326799550332,0.06417812775257281,1.0,4,6,-0.5894954644311596,-0.7794556526934984,-0.8728399143501734,BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
FR,France,2021-S1,20211,2021-S2,Monitor,2.0,High,High,Rising-forecast monitor,-1.186229956870796,-0.2656245922223194,Ridge,-0.9242978438517393,0.2619321130190566,-0.804124479573135,0.38210547729766087,0.12017336427860426,1.0,Rising,Rising,-0.9280669273157639,-0.9588490660402088,-0.8962438201280644,0.06260524591214445,1.0,4,6,-0.8879120692765389,-0.8320621687947026,-0.5818514268608623,BLS terms and conditions pressure; Best recent ML model expects rising H+1 pressure; Finance salience,Monitor: at least one warning signal is present; check its signal type.
SK,Slovakia,2021-S1,20211,2021-S2,Normal,1.0,High,High,Below-threshold hidden gap,-0.2559982600186098,0.6646071046298669,Ridge,-0.3116827458153863,-0.055684485796776484,-0.4066612203426565,-0.1506629603240467,0.0949784745272702,1.0,Easing,Easing,-0.4525486543212651,-0.4929481307629768,-0.3116827458153863,0.18126538494759048,0.0,4,6,0.6511150910745761,-1.1079486310438325,-0.7736370251365757,Bank loan rejection pressure; Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap,Normal: no major warning signal in the current diagnostic rules.
DE,Germany,2021-S1,20211,2021-S2,Normal,0.0,High,High,Normal,-0.8683539050578246,0.0522514595906521,Ridge,-0.9013065456751878,-0.03295264061736314,-0.7125607206637794,0.15579318439404521,0.18874582501140835,0.0,Rising,Easing,-0.8990995531844258,-0.906081781049275,-0.8428537477470037,0.06322803330227122,0.25,4,6,-0.706628542062349,-0.3443410815479959,-0.7774952590230128,BLS terms and conditions pressure; Eurostat bankruptcy-registration gap; Broad SAFE problem pressure,Normal: no major warning signal in the current diagnostic rules.
NL,Netherlands,2021-S2,20212,2022-S1,Watch,3.0,High,High,High pressure + rising forecast,-0.3489577222400759,0.4779912238930695,Ridge,-0.12099084765704377,0.2279668745830321,0.2711127437183834,0.6200704659584593,0.39210359137542716,1.0,Rising,Rising,-0.2225471436193857,-0.32828437451176695,-0.12099084765704377,0.2072935268547232,1.0,4,6,-0.03575510455550533,-0.19417775848161095,-0.9276551987053738,SME-FPI is high relative to CISS; Best recent ML model expects rising H+1 pressure; Interest rates increased,Watch closely: pressure is visible or forecast to rise.
GR,Greece,2021-S2,20212,2022-S1,Monitor,2.5,High,High,Hidden-gap monitor,0.2722085182657765,1.099157464398922,Ridge,0.13065059994072128,-0.14155791832505524,0.0525020173353604,-0.21970650093041613,0.0781485826053609,1.0,Easing,Easing,0.005262188127277752,-0.11609211000560889,0.13065059994072128,0.24674270994633019,0.0,4,6,0.1515995272331145,0.13252495529584812,0.4434371937502643,MIR small-loan rate pressure; SAFE cube access-finance severity; SME-FPI is high relative to CISS,Monitor: at least one warning signal is present; check its signal type.
ES,Spain,2021-S2,20212,2022-S1,Monitor,2.5,Low,Low,Mixed monitor,-0.2987213336456674,0.528227612487478,Ridge,-0.14296579403775211,0.15575553960791527,0.5700400358806217,0.868761369526289,0.7130058299183738,1.0,Rising,Rising,-0.3018846356530895,-0.4025421477042018,-0.14296579403775211,0.2595763536664497,0.5,4,6,-0.2018208448204668,0.006828668040585573,-0.6222844473689815,SME-FPI is high relative to CISS; BLS terms and conditions pressure; Broad SAFE problem pressure,Monitor: at least one warning signal is present; check its signal type.
IE,Ireland,2021-S2,20212,2022-S1,Monitor,2.0,High,High,Rising-forecast monitor,-0.774841355132127,0.0521075910010183,Ridge,-0.5383070533893334,0.23653430174279366,-0.8776805216933685,-0.10283916656124148,0.33937346830403514,0.0,Easing,Rising,-0.6452635366432544,-0.7116821590888132,-0.5383070533893334,0.17337510569947978,1.0,4,6,-0.6106731146009722,-0.3369156566413482,-0.6908222959891511,MIR small-loan rate pressure; Small-loan spread pressure; Best recent ML model expects rising H+1 pressure,Monitor: at least one warning signal is present; check its signal type.
BE,Belgium,2021-S2,20212,2022-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.0879384145510249,0.7390105315821205,Ridge,-0.3929523828731875,-0.3050139683221626,0.0422872220113007,0.1302256365623256,0.4352396048844882,0.0,Rising,Easing,-0.43807660792429154,-0.5629867742586795,-0.3083634747975584,0.2546232994611211,0.0,4,6,-0.4317133487587692,0.8716493284985892,-0.7845395317629956,BLS credit standards tightening; BLS terms and conditions pressure; SME-FPI is high relative to CISS,Normal: no major warning signal in the current diagnostic rules.
SK,Slovakia,2021-S2,20212,2022-S1,Normal,1.0,High,High,Below-threshold hidden gap,-0.4066612203426565,0.4202877257904888,Ridge,-0.3125404286104643,0.09412079173219218,0.2484667574762682,0.6551279778189247,0.5610071860867325,1.0,Rising,Rising,-0.5016749789118174,-0.5971713401671754,-0.3125404286104643,0.2846309115567111,0.25,4,6,0.008714244083375991,-0.5453822162877828,-0.5989340630046903,Eurostat bankruptcy index pressure; Eurostat bankruptcy-registration gap; SME-FPI is high relative to CISS,Normal: no major warning signal in the current diagnostic rules.
